Security_name,Flow,Cash_flow_start_date,Cash_flow_end_date,Cash_flow_value_date,Unit,Value,Valuation_price,Indicative_xirr
SBI Equity Hybrid Fund,60000.0,2013-12-26,2018-11-26,2018-12-26,600.9786719750673,80653.14071506995,134.203,11
SBI Equity Hybrid Fund,60000.0,2013-12-27,2018-11-27,2018-12-27,600.6892860080645,80830.37218631739,134.5627,11
SBI Equity Hybrid Fund,60000.0,2013-12-28,2018-11-28,2018-12-28,601.4358397862533,81283.63274202429,135.1493,11
SBI Equity Hybrid Fund,60000.0,2013-12-29,2018-11-29,2018-12-29,601.5705022978644,81301.83228620478,135.1493,11
SBI Equity Hybrid Fund,60000.0,2013-12-30,2018-11-30,2018-12-30,601.5426915790587,81298.07368702568,135.1493,11
SBI Equity Hybrid Fund,60000.0,2013-12-31,2018-11-30,2018-12-31,601.7476283653059,81591.08127957751,135.5902,11
SBI Equity Hybrid Fund,60000.0,2014-01-01,2018-12-01,2019-01-01,601.5452371753771,81754.44916688885,135.9074,11
SBI Equity Hybrid Fund,60000.0,2014-01-02,2018-12-02,2019-01-02,600.8776199771677,81182.71251449319,135.1069,11
SBI Equity Hybrid Fund,60000.0,2014-01-03,2018-12-03,2019-01-03,600.3315540555624,80714.69750908118,134.4502,11
SBI Equity Hybrid Fund,60000.0,2014-01-04,2018-12-04,2019-01-04,599.2537417900159,80722.65506394661,134.7053,11
SBI Equity Hybrid Fund,60000.0,2014-01-05,2018-12-05,2019-01-05,599.3380454452296,80734.01121311328,134.7053,11
SBI Equity Hybrid Fund,60000.0,2014-01-06,2018-12-06,2019-01-06,598.7305632307235,80652.18013916358,134.7053,11
SBI Equity Hybrid Fund,60000.0,2014-01-07,2018-12-07,2019-01-07,598.0068895481339,80652.89018991204,134.8695,11
SBI Equity Hybrid Fund,60000.0,2014-01-08,2018-12-08,2019-01-08,598.1677712655526,80479.94443392962,134.5441,10
SBI Equity Hybrid Fund,60000.0,2014-01-09,2018-12-09,2019-01-09,598.2350281490749,80510.05132378278,134.5793,10
SBI Equity Hybrid Fund,60000.0,2014-01-10,2018-12-10,2019-01-10,598.0129037798611,80599.10274822287,134.7782,11
SBI Equity Hybrid Fund,60000.0,2014-01-11,2018-12-11,2019-01-11,597.7589031449629,80457.15284550573,134.598,10
SBI Equity Hybrid Fund,60000.0,2014-01-12,2018-12-12,2019-01-12,597.7224544681161,80452.2469264995,134.598,10
SBI Equity Hybrid Fund,60000.0,2014-01-13,2018-12-13,2019-01-13,597.219635904502,80384.56855347416,134.598,10
SBI Equity Hybrid Fund,60000.0,2014-01-14,2018-12-14,2019-01-14,597.2436889742694,80254.79987902415,134.3753,10
SBI Equity Hybrid Fund,60000.0,2014-01-15,2018-12-15,2019-01-15,597.202571619048,80748.05830989729,135.2105,11
SBI Equity Hybrid Fund,60000.0,2014-01-16,2018-12-16,2019-01-16,596.3797475111305,80615.21490399381,135.1743,11
SBI Equity Hybrid Fund,60000.0,2014-01-17,2018-12-17,2019-01-17,596.6051663113109,80623.7903229114,135.1376,11
SBI Equity Hybrid Fund,60000.0,2014-01-18,2018-12-18,2019-01-18,595.8769007946058,80218.61684029207,134.6228,10
SBI Equity Hybrid Fund,60000.0,2014-01-19,2018-12-19,2019-01-19,595.8479600593919,80214.7207574835,134.6228,10
SBI Equity Hybrid Fund,60000.0,2014-01-20,2018-12-20,2019-01-20,595.6368268872313,80186.29741867437,134.6228,10
SBI Equity Hybrid Fund,60000.0,2014-01-21,2018-12-21,2019-01-21,594.9016586657953,80252.05528351817,134.8997,10
SBI Equity Hybrid Fund,60000.0,2014-01-22,2018-12-22,2019-01-22,594.3491923674741,80173.0701266718,134.8922,10
SBI Equity Hybrid Fund,60000.0,2014-01-23,2018-12-23,2019-01-23,593.330153295993,79608.7679921526,134.1728,10
SBI Equity Hybrid Fund,60000.0,2014-01-24,2018-12-24,2019-01-24,592.8561476083662,79529.51791953093,134.1464,10
SBI Equity Hybrid Fund,60000.0,2014-01-25,2018-12-25,2019-01-25,592.5968789218547,79182.38014372298,133.6193,10
SBI Equity Hybrid Fund,60000.0,2014-01-26,2018-12-26,2019-01-26,592.3405022443512,79148.12327153864,133.6193,10
SBI Equity Hybrid Fund,60000.0,2014-01-27,2018-12-27,2019-01-27,593.08705602254,79247.87726479258,133.6193,10
SBI Equity Hybrid Fund,60000.0,2014-01-28,2018-12-28,2019-01-28,593.2117648178086,78460.38289833319,132.2637,10
SBI Equity Hybrid Fund,60000.0,2014-01-29,2018-12-29,2019-01-29,593.2329813972701,78461.35005939179,132.2606,10
SBI Equity Hybrid Fund,60000.0,2014-01-30,2018-12-30,2019-01-30,593.507332921226,78465.17110545031,132.2059,10
SBI Equity Hybrid Fund,60000.0,2014-01-31,2018-12-31,2019-01-31,593.3883672392451,79063.65943932427,133.241,10
SBI Equity Hybrid Fund,60000.0,2014-02-01,2019-01-01,2019-02-01,592.5273961445475,78880.6836336598,133.1258,10
SBI Equity Hybrid Fund,60000.0,2014-02-02,2019-01-02,2019-02-02,591.9828211870235,78808.18665677946,133.1258,10
SBI Equity Hybrid Fund,60000.0,2014-02-03,2019-01-03,2019-02-03,590.905008921477,78664.70203667876,133.1258,10
SBI Equity Hybrid Fund,60000.0,2014-02-04,2019-01-04,2019-02-04,591.0989134384256,78770.78696306609,133.2616,10
SBI Equity Hybrid Fund,60000.0,2014-02-05,2019-01-05,2019-02-05,590.4206072005572,78677.61981166394,133.2569,10
SBI Equity Hybrid Fund,60000.0,2014-02-06,2019-01-06,2019-02-06,589.5577319680108,78987.17625587818,133.977,10
SBI Equity Hybrid Fund,60000.0,2014-02-07,2019-01-07,2019-02-07,589.7357695387005,79284.54864539854,134.4408,10
SBI Equity Hybrid Fund,60000.0,2014-02-08,2019-01-08,2019-02-08,589.7333054439815,79081.58500678267,134.0972,10
SBI Equity Hybrid Fund,60000.0,2014-02-09,2019-01-09,2019-02-09,589.5251150739573,79053.66726109546,134.0972,10
SBI Equity Hybrid Fund,60000.0,2014-02-10,2019-01-10,2019-02-10,589.2711144390591,79019.60648715739,134.0972,10
SBI Equity Hybrid Fund,60000.0,2014-02-11,2019-01-11,2019-02-11,589.2272184524026,78621.17698532253,133.431,10
SBI Equity Hybrid Fund,60000.0,2014-02-12,2019-01-12,2019-02-12,588.7681382923585,78211.66510668774,132.8395,9
SBI Equity Hybrid Fund,60000.0,2014-02-13,2019-01-13,2019-02-13,588.7241703214777,78110.21561815972,132.6771,9
SBI Equity Hybrid Fund,60000.0,2014-02-14,2019-01-14,2019-02-14,588.7221407367623,77865.92101141009,132.2626,9
SBI Equity Hybrid Fund,60000.0,2014-02-15,2019-01-15,2019-02-15,587.9552388837582,77546.82754895219,131.8924,9
SBI Equity Hybrid Fund,60000.0,2014-02-16,2019-01-16,2019-02-16,588.0655148930128,77561.3721164752,131.8924,9
SBI Equity Hybrid Fund,60000.0,2014-02-17,2019-01-17,2019-02-17,587.3372493763077,77465.31942963973,131.8924,9
SBI Equity Hybrid Fund,60000.0,2014-02-18,2019-01-18,2019-02-18,587.3627786107063,77006.7257162574,131.1059,9
SBI Equity Hybrid Fund,60000.0,2014-02-19,2019-01-19,2019-02-19,587.2054782860687,77164.96550431143,131.4105,9
SBI Equity Hybrid Fund,60000.0,2014-02-20,2019-01-20,2019-02-20,586.4934839238211,77657.07436221762,132.4091,9
SBI Equity Hybrid Fund,60000.0,2014-02-21,2019-01-21,2019-02-21,585.9507740195354,77791.87947022675,132.7618,9
SBI Equity Hybrid Fund,60000.0,2014-02-22,2019-01-22,2019-02-22,584.9755904988447,77772.1537714671,132.9494,9
SBI Equity Hybrid Fund,60000.0,2014-02-23,2019-01-23,2019-02-23,584.3978612702709,77695.34501716576,132.9494,9
SBI Equity Hybrid Fund,60000.0,2014-02-24,2019-01-24,2019-02-24,584.1385925837593,77660.87540085525,132.9494,9
SBI Equity Hybrid Fund,60000.0,2014-02-25,2019-01-25,2019-02-25,583.8581557747433,77941.61903280916,133.4941,9
SBI Equity Hybrid Fund,60000.0,2014-02-26,2019-01-26,2019-02-26,584.4048682546098,77877.7927436093,133.26,9
SBI Equity Hybrid Fund,60000.0,2014-02-27,2019-01-27,2019-02-27,584.5254328698095,77824.53446789246,133.1414,9
SBI Equity Hybrid Fund,60000.0,2014-02-28,2019-01-28,2019-02-28,584.530192721872,77948.44561890491,133.3523,9
SBI Equity Hybrid Fund,60000.0,2014-03-01,2019-02-01,2019-03-01,584.6821705520347,78352.49758885645,134.0087,10
SBI Equity Hybrid Fund,60000.0,2014-03-02,2019-02-02,2019-03-02,584.6468892788915,78347.7695913082,134.0087,10
SBI Equity Hybrid Fund,60000.0,2014-03-03,2019-02-03,2019-03-03,583.785918184194,78232.3919741702,134.0087,9
SBI Equity Hybrid Fund,60000.0,2014-03-04,2019-02-04,2019-03-04,583.2323051770384,78158.20301477819,134.0087,9
SBI Equity Hybrid Fund,60000.0,2014-03-05,2019-02-05,2019-03-05,582.1274072330361,78936.0107188739,135.5992,10
SBI Equity Hybrid Fund,60000.0,2014-03-06,2019-02-06,2019-03-06,582.3237810287554,79426.57620482003,136.3959,10
SBI Equity Hybrid Fund,60000.0,2014-03-07,2019-02-07,2019-03-07,581.6347454367815,79380.34678772106,136.478,10
SBI Equity Hybrid Fund,60000.0,2014-03-08,2019-02-08,2019-03-08,580.7583705704734,79425.90857930732,136.7624,10
SBI Equity Hybrid Fund,60000.0,2014-03-09,2019-02-09,2019-03-09,580.9066447362902,79446.18691008243,136.7624,10
SBI Equity Hybrid Fund,60000.0,2014-03-10,2019-02-10,2019-03-10,580.9041806415713,79445.84991457484,136.7624,10
SBI Equity Hybrid Fund,60000.0,2014-03-11,2019-02-11,2019-03-11,580.7083032228952,80321.01738525668,138.3156,10
SBI Equity Hybrid Fund,60000.0,2014-03-12,2019-02-12,2019-03-12,580.4027809399632,80706.68985776661,139.0529,11
SBI Equity Hybrid Fund,60000.0,2014-03-13,2019-02-13,2019-03-13,580.3700922537605,80861.86225054118,139.3281,11
SBI Equity Hybrid Fund,60000.0,2014-03-14,2019-02-14,2019-03-14,579.9355283046577,80860.70067928257,139.4305,11
SBI Equity Hybrid Fund,60000.0,2014-03-15,2019-02-15,2019-03-15,579.8357916710955,81084.46904160266,139.8404,11
SBI Equity Hybrid Fund,60000.0,2014-03-16,2019-02-16,2019-03-16,579.859757849199,81087.82048153512,139.8404,11
SBI Equity Hybrid Fund,60000.0,2014-03-17,2019-02-17,2019-03-17,579.092855996195,80980.5766196503,139.8404,11
SBI Equity Hybrid Fund,60000.0,2014-03-18,2019-02-18,2019-03-18,579.1878846911479,81121.17096741912,140.0602,11
SBI Equity Hybrid Fund,60000.0,2014-03-19,2019-02-19,2019-03-19,578.4627377774317,81331.22462249533,140.5989,11
SBI Equity Hybrid Fund,60000.0,2014-03-20,2019-02-20,2019-03-20,578.6186891994896,81341.81029458181,140.5793,11
SBI Equity Hybrid Fund,60000.0,2014-03-21,2019-02-21,2019-03-21,578.5212529085705,81328.11276900981,140.5793,11
SBI Equity Hybrid Fund,60000.0,2014-03-22,2019-02-22,2019-03-22,577.8867585575643,80873.40262250374,139.9468,11
SBI Equity Hybrid Fund,60000.0,2014-03-23,2019-02-23,2019-03-23,577.3879947481988,80803.60222342722,139.9468,11
SBI Equity Hybrid Fund,60000.0,2014-03-24,2019-02-24,2019-03-24,576.4128112275081,80667.12841029382,139.9468,11
SBI Equity Hybrid Fund,60000.0,2014-03-25,2019-02-25,2019-03-25,575.9117866502813,80134.32409459476,139.1434,10
SBI Equity Hybrid Fund,60000.0,2014-03-26,2019-02-26,2019-03-26,575.6958896666448,80682.10941870023,140.1471,11
SBI Equity Hybrid Fund,60000.0,2014-03-27,2019-02-27,2019-03-27,575.455708040255,80670.83388733119,140.186,11
SBI Equity Hybrid Fund,60000.0,2014-03-28,2019-02-28,2019-03-28,575.9536203168292,81513.62157156222,141.5281,11
SBI Equity Hybrid Fund,60000.0,2014-03-29,2019-02-28,2019-03-29,576.0806795313827,81930.3670671571,142.2203,11
SBI Equity Hybrid Fund,60000.0,2014-03-30,2019-02-28,2019-03-30,576.1019971741158,81933.3988687019,142.2203,11
SBI Equity Hybrid Fund,60000.0,2014-03-31,2019-02-28,2019-03-31,576.2539750042785,81955.01320130099,142.2203,11
SBI Equity Hybrid Fund,60000.0,2014-04-01,2019-03-01,2019-04-01,576.211038954616,82252.16669323899,142.7466,11
SBI Equity Hybrid Fund,60000.0,2014-04-02,2019-03-02,2019-04-02,575.2965407272827,82406.85720547373,143.2424,11
SBI Equity Hybrid Fund,60000.0,2014-04-03,2019-03-03,2019-04-03,574.8429855353237,81781.87683473654,142.2682,11
SBI Equity Hybrid Fund,60000.0,2014-04-04,2019-03-04,2019-04-04,573.7909632862617,81451.06171589305,141.9525,11
SBI Equity Hybrid Fund,60000.0,2014-04-05,2019-03-05,2019-04-05,574.0801295774078,81700.21364080878,142.315,11
SBI Equity Hybrid Fund,60000.0,2014-04-06,2019-03-06,2019-04-06,573.4604525510408,81612.02430480137,142.315,11
SBI Equity Hybrid Fund,60000.0,2014-04-07,2019-03-07,2019-04-07,572.5840776847327,81487.30301570274,142.315,11
SBI Equity Hybrid Fund,60000.0,2014-04-08,2019-03-08,2019-04-08,572.7695848631903,81047.06808901689,141.5003,11
SBI Equity Hybrid Fund,60000.0,2014-04-09,2019-03-09,2019-04-09,572.8824049799583,81105.65462031611,141.5747,11
SBI Equity Hybrid Fund,60000.0,2014-04-10,2019-03-10,2019-04-10,572.7087635374197,80924.83643448813,141.3019,11
SBI Equity Hybrid Fund,60000.0,2014-04-11,2019-03-11,2019-04-11,572.4897291778339,81040.38658500995,141.5578,11
SBI Equity Hybrid Fund,60000.0,2014-04-12,2019-03-12,2019-04-12,572.4252613318031,81248.83950038734,141.9379,11
SBI Equity Hybrid Fund,60000.0,2014-04-13,2019-03-13,2019-04-13,571.9580105161928,81182.51890084632,141.9379,11
SBI Equity Hybrid Fund,60000.0,2014-04-14,2019-03-14,2019-04-14,571.8582738826307,81168.36249252546,141.9379,11
SBI Equity Hybrid Fund,60000.0,2014-04-15,2019-03-15,2019-04-15,571.9277238584898,81563.07024163833,142.6108,11
SBI Equity Hybrid Fund,60000.0,2014-04-16,2019-03-16,2019-04-16,571.1431421954186,81835.15995750038,143.2831,11
SBI Equity Hybrid Fund,60000.0,2014-04-17,2019-03-17,2019-04-17,571.2750347222359,81854.0579276096,143.2831,11
SBI Equity Hybrid Fund,60000.0,2014-04-18,2019-03-18,2019-04-18,570.5883661683802,81511.2298724741,142.8547,11
SBI Equity Hybrid Fund,60000.0,2014-04-19,2019-03-19,2019-04-19,570.7379367220417,81532.59672904626,142.8547,11
SBI Equity Hybrid Fund,60000.0,2014-04-20,2019-03-20,2019-04-20,570.7091335116595,81528.48205506807,142.8547,11
SBI Equity Hybrid Fund,60000.0,2014-04-21,2019-03-21,2019-04-21,570.0746391606533,81437.84155490338,142.8547,11
SBI Equity Hybrid Fund,60000.0,2014-04-22,2019-03-22,2019-04-22,569.5451845009197,80586.65679058863,141.493,10
SBI Equity Hybrid Fund,60000.0,2014-04-23,2019-03-23,2019-04-23,568.6657592000676,80273.3135012889,141.1608,10
SBI Equity Hybrid Fund,60000.0,2014-04-24,2019-03-24,2019-04-24,568.2232052236652,80742.64232570559,142.0967,11
SBI Equity Hybrid Fund,60000.0,2014-04-25,2019-03-25,2019-04-25,567.9426899325846,80545.91625758412,141.8205,10
SBI Equity Hybrid Fund,60000.0,2014-04-26,2019-03-26,2019-04-26,567.7119530354169,80785.75154411164,142.3006,11
SBI Equity Hybrid Fund,60000.0,2014-04-27,2019-03-27,2019-04-27,568.2745849346835,80865.81440095643,142.3006,11
SBI Equity Hybrid Fund,60000.0,2014-04-28,2019-03-28,2019-04-28,568.4016441492369,80883.89500342289,142.3006,11
SBI Equity Hybrid Fund,60000.0,2014-04-29,2019-03-29,2019-04-29,568.4229617919701,80886.92851677442,142.3006,11
SBI Equity Hybrid Fund,60000.0,2014-04-30,2019-03-30,2019-04-30,568.6075902556661,81000.42566228066,142.454,11
SBI Equity Hybrid Fund,60000.0,2014-05-01,2019-04-01,2019-05-01,568.5354867242951,80990.15422582274,142.454,11
SBI Equity Hybrid Fund,60000.0,2014-05-02,2019-04-02,2019-05-02,567.7081066675479,80944.67341081898,142.5815,11
SBI Equity Hybrid Fund,60000.0,2014-05-03,2019-04-03,2019-05-03,567.2442962420872,81033.286868656,142.8543,11
SBI Equity Hybrid Fund,60000.0,2014-05-04,2019-04-04,2019-05-04,566.1662385620631,80879.28169341653,142.8543,11
SBI Equity Hybrid Fund,60000.0,2014-05-05,2019-04-05,2019-05-05,566.4554048532094,80920.59034152183,142.8543,11
SBI Equity Hybrid Fund,60000.0,2014-05-06,2019-04-06,2019-05-06,565.7536190649749,80434.21037898179,142.1718,10
SBI Equity Hybrid Fund,60000.0,2014-05-07,2019-04-07,2019-05-07,564.810207778204,79856.87732815772,141.3871,10
SBI Equity Hybrid Fund,60000.0,2014-05-08,2019-04-08,2019-05-08,564.9815103352181,79260.46511081328,140.2886,10
